vote_average revenue
5.9 0
5.8 0
6 0
6.6 0
4.2 0
5.9 0
5.9 0
6.4 0
6 0
5.6 0
4.4 29916207
4.6 0
6.4 6000000
7.2 0
6.2 0
6 0
4.7 0
4.5 15578237
5.1 0
6 0
5.5 0
6.6 0
6.5 0
6.6 816969268
6.5 457696359
7.6 16491080
7.6 60611975
6.8 335062621
5.9 101371017
6.6 147298761
6.6 100138851
6.2 0
6.3 230000000
5.5 242295562
5.5 320689294
6 152036382
6.9 25836616
7 152266007
6.8 150000000
6.4 41205099
5.5 129832389
6.9 173046663
6.4 89456761
6.5 273552592
6.8 33459416
6.1 115267375
5.4 128769345
5.6 159212469
5.1 57400547
5.3 60209334
6.9 231976425
5.5 121969216
5.9 494471524
6.2 309492681
5.4 22955097
5.4 102825796
7.2 165615285
6.5 29359216
5.5 150270147
6.4 0
5.4 42277365
6.5 20300385
5.7 14048372
6.5 7011317
6.9 4505922
4.4 113309743
5.6 18626419
5.8 58620973
7.3 102616183
4.2 3793614
6.1 100860818
6.3 0
6.8 34585416
5.1 0
6.4 0
5.6 0
7 41590886
6.3 3692836
6.2 24769466
5.1 0
5.7 97529550
4.8 16675000
5.8 0
6.4 25023434
5.5 48093211
6.2 258263
4.5 0
5.2 22611954
5.5 0
4.9 5
5.9 141047179
5.5 0
5.9 0
6.2 0
6.2 14702438
7 1500000
5.8 0
5.2 0
6.7 3011195
5.8 0
5.9 0
6 47267001
5.1 51702483
5.3 17193231
6.4 0
5.1 0
5.7 9482579
6.8 0
6.1 0
6.2 0
5.7 17917287
6.3 0
4.3 0
6.7 560069
6.1 28921264
6.2 34327391
6.5 22231658
6.8 185260553
5.6 53854588
5.3 21302121
6.4 116400000
5.6 0
6.1 4109095
6.9 24475416
6.7 13417292
6.3 0
5.2 19030691
6.3 0
5.6 0
5.4 12379402
6.1 32709423
6.3 75000000
5.2 0
6.3 1814290
5.1 0
7.1 0
7 0
5.4 0
6.7 405000
6.7 0
5.5 0
6.6 13269963
5.5 20080020
6.6 0
5.6 0
3.3 2409225
6.4 0
6.5 0
4.8 0
6.2 0
5.8 0
3.7 0
6 22540359
6.2 10300000
5.5 0
6.6 0
5.1 0
5.6 0
5.8 0
4.9 17300889
5 0
4.6 0
6.9 0
5.5 119718203
5.3 17380126
6.3 32
4.8 8620678
5.3 0
6.1 16900000
5 0
3.6 0
6.3 0
5.2 0
6 0
7 0
3.4 0
6.5 0
6.7 0
6.6 222559
7.9 0
6.7 0
5.6 42000000
5.9 0
5.9 0
5.8 0
5.8 0
5.6 0
6.6 2503829
4.6 49627779
6.9 0
5.9 0
4.9 0
5 0
5.2 0
4.6 76382
5.5 0
6.1 0
4.4 0
4.9 0
6.8 0
7 153155
4.1 0
5.3 0
5 0
6.6 0
7.4 0
7.2 0
6.1 0
4.8 0
4 0
5.5 0
6 0
6.6 0
5.3 0
3.8 0
5.9 0
5.2 0
7 0
4.8 4619014
6 1100000
5.2 10070000
5.3 0
7.9 0
7 2666118
6.6 0
7.3 0
6.3 0
7.7 457640427
7.9 39723096
6.1 345141403
7.3 429632142
7.5 83557872
5.8 546388105
5.3 90383208
5.9 278019771
6.9 169327687
6 374111707
6.1 354248063
5.5 264105545
6.3 224834564
6.7 215294342
6.2 53302314
6 113916474
5.8 91036760
6.1 127666415
7.1 110000000
6 237202299
6.9 256271286
6.5 330444045
7.2 71000000
6.6 53187659
6.5 28780255
6.8 76432727
6.1 212000000
6.8 68106245
7.7 7390108
6.8 55707411
6.4 0
5.3 190213455
5.7 173959438
7.1 34266564
7.4 40031879
5.7 119754278
7.3 136706683
6.2 12008642
6.2 39459427
6.6 207515725
5.1 73180723
6.4 124745083
6.1 0
5.5 96085477
5.9 35007180
7.7 0
5.9 149270999
6.1 56932305
6.7 248118121
6.2 128884132
6 106371651
7.3 47383689
5.7 90449929
6.6 152500343
7 47126295
5.3 33463969
5.6 60874615
5.7 104155843
5.3 107196498
6 0
5.3 19412993
5.8 0
4.7 0
4.4 59468275
4.5 0
6.6 34566746
6.2 144056873
6 19125401
7.6 0
5.9 325756637
4.4 0
5.2 0
5.8 0
6.1 36754634
6 0
5.6 161834276
6.3 0
6 215663859
5.2 32168970
5.7 0
6.2 0
5.5 0
6.5 45554533
6.6 59827328
4.7 33000337
5.1 109130
6.7 0
5.1 0
4.3 38574362
7 48814909
6.1 155464351
5.8 71000000
6.9 80049764
6.4 0
6.1 0
6 0
5.3 20627372
6.4 0
5 183611771
4.8 123307945
5.4 0
5.7 37036004
5.4 0
4.2 0
4.7 14828081
7.3 0
4.5 0
6.5 0
5.2 36779296
6.4 0
5.2 0
6.6 0
5.5 0
5.8 0
5.7 30199105
5 9902115
6.4 0
5.9 69700000
6.7 236185
5.8 0
4.3 15843608
7.3 27728118
4.7 0
5.7 0
5.3 0
6.8 0
4.6 0
5.3 5108820
6.4 7060876
5.5 0
3.6 24362772
6.3 0
3.9 15185241
4.9 0
5.4 13700000
6.4 0
5 1568749
6 260562
4.4 12372410
5.8 0
7 17200925
5.5 8524534
3.5 0
5.5 36609995
6.5 0
4.3 0
4.7 0
6.2 26330482
5.8 1744858
5.9 0
6.7 0
5.3 0
5.4 0
6.4 0
4.5 15427192
5.3 0
5.1 1631839
5.3 0
5.3 0
5.1 0
5.3 0
5 0
6.3 688510
6.9 0
6.2 0
6.6 157299717
6.3 0
5.7 0
6.7 0
4.7 0
7.5 0
5.6 0
3.9 0
4.8 0
4.4 0
5.8 0
5.8 0
5.5 0
8.5 0
6.2 0
5.1 151559
7 0
4.3 0
6.4 0
6.4 0
6.1 0
5.5 0
6.1 0
5.5 0
4.6 0
4.6 0
6.1 0
5 0
5.1 0
7.5 0
5.2 0
4.6 0
6.3 0
6 0
6.4 13555988
7.5 0
5.9 8279017
4.4 0
6.7 0
6.1 0
4 35134820
5.9 0
6.5 3728888
6.1 0
5.5 0
5.8 0
5.3 0
7.3 0
5.7 0
7.4 0
5.7 0
5.5 0
5.4 0
5.8 0
6.3 0
5.2 36037909
7 0
5.2 5217498
7.2 0
5.5 0
4.9 0
7.3 0
7.7 32768670
7.2 792910554
7.5 13782838
7 125212904
6 0
6.6 33000000
6.5 124000000
6.8 122200000
6.5 68851475
6.1 78868508
7 96800000
6.9 27092880
6.4 6110000
7.3 40577001
7.4 0
7.1 77737889
6.7 177200000
5.7 27150534
7.2 0
6.4 21017056
5.7 9056073
6.1 18196170
5.2 0
7.3 14665733
7.1 0
6.7 6455530
6.4 129795554
6 0
7.1 30036000
5.9 0
5.3 15171476
6.7 21028755
6.2 57059003
7.1 1723872
7.1 14000000
7.9 0
5.9 0
6.2 0
6.1 13277558
5.2 0
6.7 10278575
5.6 0
5.7 36690067
6.4 0
4.7 14400000
7 53977250
6.6 0
6.5 28215453
5.1 70687344
5.3 0
4.6 0
5.7 12534817
6.3 0
5.6 0
6.1 0
7.2 0
5.6 16
6.2 14056528
6.2 0
7.2 0
7 0
5.5 1198346
6.2 20659423
5.7 0
4.7 0
7.5 0
6 0
7.1 0
5.3 0
5 0
5.8 0
6.7 0
3 0
6.9 0
6 0
6 0
5 0
5.4 0
5.8 0
5.5 0
6 0
7.6 264118201
6.4 553799566
7.3 304320254
6.3 131183530
7.6 27739163
7.7 481840909
6.6 0
6.8 244386864
6.6 363398565
6.7 218613188
6 171757863
4.4 0
6.6 41610884
7 27200316
5 0
6.1 67200000
6.5 369884651
6.3 189198313
8 23875127
6.7 71485043
6.5 250649836
6.1 0
5.6 140464664
4.9 136159423
6.7 44547681
6.8 142940100
6.1 285444603
4.9 40002112
5.1 379014294
6.2 46683377
5.6 13100000
5.6 164000000
7.1 10680275
6.7 289317794
6.1 250288523
5.8 185991646
6.3 128038368
6.9 3221152
6.4 198685114
6.7 0
6.8 98126565
5.4 0
6.1 54682547
5.3 294456605
6.2 118000000
6.2 250821495
6.1 102367405
6.8 82150642
6.3 77745568
6.4 123306987
7.5 0
6.8 65705772
6.9 202292902
6.5 25232289
5.4 72527595
6.8 0
6.6 22921898
6.7 14096321
5.6 17507368
5.1 69131860
6.2 0
7.3 3897569
4.1 0
5.1 0
6.9 0
6.2 30331165
7 186883563
5.9 0
5.7 0
5.4 50671850
5.8 0
5.5 16757163
6.5 55494066
5.8 0
6 116672912
5.6 103891409
5.1 5624282
5.7 0
6.4 58000000
5.5 0
6.6 0
7 0
4.6 48522832
5.2 0
5.9 0
6.9 18253415
6.1 27007143
6.8 0
5.6 14051384
6.6 21567853
5.4 19870567
6 56702901
6.5 0
6.7 0
6.9 2807390
6.2 19204929
5.9 0
6.7 1053788
7.2 299200
5.9 0
4.9 0
5.1 0
5.8 0
6.1 40283321
6.7 3970078
7.4 0
5.9 0
5.3 0
5.6 7027290
7 0
4.8 0
5.8 0
4.6 0
6.8 0
6.2 25605015
5.7 55041738
4.9 37141130
6.6 0
7 0
5.8 11203026
6.6 9495408
6.5 0
6.2 9898412
5.8 14567883
4.1 0
5.4 5879254
6.1 1929168
6.6 0
5.4 0
6.3 0
6.1 0
5.7 0
5.1 0
3.8 0
4.7 3572443
6.2 29202884
5.6 100491683
6.2 0
4.8 0
7 0
5.7 15
6.8 0
6.1 0
5.4 13035599
5.8 0
6.9 2375097
6.3 17460020
4.9 0
6 0
5.6 6451628
6 777423
6.5 0
5.7 19000000
4.5 10224116
5.8 1980338
6.2 0
6.6 0
2.9 0
5.8 124494
7 0
7.1 0
6.4 0
4.8 0
4.7 0
4.2 0
4.8 870751
4.9 0
7.5 0
6 76447420
6.4 0
5.4 0
6.4 0
4.7 10443316
5.5 0
5.4 0
5.1 0
4.8 631221
 0
 
 
5.1 46905889
4.9 0
3.7 0
4.8 7985929
5.4 0
6.4 76000000
6.5 37672350
7.6 0
6.2 0
5.9 0
4 0
5.9 0
6.3 0
5.6 0
7.1 0
6.6 0
5.1 0
5.9 0
6.8 0
6.1 0
6.1 0
3.3 0
6.7 0
4 0
7 0
5.9 0
6 0
6.4 0
5.2 0
4.8 0
6.7 0
5 0
7.1 211343479
7.4 474171806
7.1 92823546
6.9 411348924
7.2 332000000
7.9 235860116
6.2 215394738
5.6 156167015
7.2 71320000
7.1 26828365
6.9 90000098
6.5 227853986
5.9 63408614
6.6 40485039
5.7 296000000
5.9 222724172
5.3 70200000
6.2 14697005
5.6 22168359
4.8 10166459
6.4 36602000
6.4 57469467
5.5 38956288
6.3 46908987
6.3 161001698
6.6 79258538
6 15704614
6.3 0
6.5 49797148
5.3 0
6.2 30218387
6.2 126297830
5.5 78247647
6.5 18671317
6.4 0
5.8 1700000
6.1 0
5.2 0
5.6 0
4.7 14000000
5.8 74134790
4.8 11567217
4.9 38903179
6.9 1145404
5.9 71079915
6.9 0
5.7 0
6.3 27100027
5.8 2345628
5.9 60864870
6.7 110879513
6.8 0
6.3 7825000
 0
 
5.8 7237794
5.9 16554699
5.7 0
6.9 145793296
5.5 0
6.9 18254702
6 45892212
5.2 0
6.8 0
5.8 0
4.4 0
5.5 0
6.5 0
6.9 95904091
7.3 14743391
5.2 8143225
5.4 27843
5.1 0
7.1 0
6.7 0
4.8 0
7.5 37295445
5.6 0
7.4 0
7.1 0
6.1 882290
4.8 0
6.5 3960327
6.5 0
4.8 192816
6.9 0
5.2 11642254
6.7 20036737
5.5 0
5 15942628
6.2 0
6.3 0
4.6 0
6 0
5.9 0
5 0
6.8 84431625
5.8 0
6.3 30050028
5.9 35150960
7 20047604
7 0
5.4 4557214
6.6 0
5.7 2777280
5.3 12065892
6.5 40590000
5.3 0
5.8 0
6.6 1132112
6.8 4729352
6.5 14278900
8.4 0
2.3 0
5.4 0
5.9 8800000
5.6 0
6.4 0
6.7 0
6.8 0
6.1 0
5.4 0
7.4 0
5.9 0
5.7 0
5.7 793775
5.1 0
7.1 0
4 1738897
5.3 0
6.5 0
6.4 0
5.4 12195695
5.8 0
6 0
4.9 1919653
5.6 1519796
8.2 0
7.3 377350553
7.5 520000000
6.5 300854823
6.5 390493908
4.8 15556340
6.9 182300000
6.6 96900000
6.5 86930411
6.7 83531958
5.9 0
6.2 152368585
6.6 191502426
5.6 17218080
6.3 62000000
7 45361000
6.5 34416893
6 78
5.3 8479793
6.2 0
7.9 272742922
7 6153939
6.9 0
5.8 0
5.4 34872033
7.1 0
6.4 59509925
7.2 205405498
7.3 57504069
6.4 7434726
5.1 30102717
6 0
6.8 63710000
7.4 2015810
5.5 20560255
6.4 0
6.1 124033791
6.2 181096164
7.4 0
5 2807854
6.2 0
7.3 119418501
5.7 65595485
5.4 2275557
6.1 174999005
6.7 0
5.3 11657385
4.6 0
6.7 0
4.5 0
7.3 0
6.2 0
6.3 89325780
6.8 41895491
6 3106559
6.5 0
5.9 25196249
6 2735731
5.7 49114016
3.9 1193062
5.6 39673161
5.2 0
6.7 0
6.3 15073942
5.1 0
5.9 74787599
6.1 2415396
5.5 32482682
5.1 0
5.5 0
6.3 0
5.5 0
6.9 38016380
3.1 0
5.1 0
6 13
4.9 0
5.7 36489888
5.4 0
6.2 0
5.7 0
6 47624253
6 10400000
4.5 0
7 13200170
6.3 23562716
6.8 29
4.1 1250712
5.4 0
4.6 0
7.1 0
6.7 0
6 0
6.4 22773535
5.8 7788597
5.1 0
5.5 524668
7.2 0
5.6 0
5.9 0
5.7 0
4.5 0
5.8 0
6 20246790
4.5 0
6.2 0
7.8 0
5.2 0
4.3 0
6 0
6.6 0
6.5 11511031
6.5 34793160
6.2 21830957
5.6 0
6 0
5.7 0
6.6 4603929
6.7 0
6.4 0
4.8 3752426
5.9 0
7.2 0
5.7 0
5.4 1750301
5.5 0
6 14812000
4.9 0
6.9 2853801
6.4 0
5.9 0
6.2 0
6 0
5.2 4654288
7.2 140767956
6.7 151668774
6.8 78756177
6.2 22433275
7 73326666
7.4 354825435
6.4 11806119
6.4 288752301
5.7 189015611
6.1 0
6.4 0
5.5 216614388
6.9 329803958
6.9 84460846
5.5 171504781
6.6 60328000
6.2 44196684
6.7 57269863
5.5 239606210
5.9 72500000
6.7 42039085
6.3 50888000
5.6 34994648
6.8 62493712
4.8 19510371
5.4 21630088
6 8247943
5.7 25024919
6.1 5596267
6.6 0
7.1 1108462
7.1 0
7.1 34604000
6.6 2983784
6.4 103173635
6.9 13008928
6.1 7282851
5.6 0
5.7 0
5.9 17768757
5.4 20256975
6 21486757
5.8 0
5.4 19170001
5.7 0
6.7 34670720
5.6 13854000
6.4 17637950
4.3 5935269
5.1 0
6.7 0
6.3 0
7 0
5.6 12706478
6.1 9205924
5.6 0
4 0
4 0
6.4 0
4.4 14144000
6.9 0
4.9 6193901
5.7 20324096
6.9 38413606
3.8 0
5.9 18869631
6.7 8373585
5.9 7399763
5.5 0
6.7 0
6.8 354704
6.2 0
6.5 0
6.1 12090735
6.1 0
6.2 43455230
6.8 0
5.7 0
6.1 0
5.4 0
6.1 0
6.9 8038508
6.8 0
5.2 28202109
6.5 0
5.8 0
4.9 9797098
5.1 0
6.2 0
4.6 1547397
6 0
5.4 3109904
7.3 0
5.5 3468572
3.9 0
5.5 3916303
6.3 57041866
4.3 0
5.9 0
4.2 0
8 0
4.7 3184348
6.5 29300000
6.2 15122000
6.1 0
5.1 21032267
4.5 3813293
7.2 0
6 5344577
6 0
5 0
6.7 0
4.8 14681192
5.1 0
5.5 0
7.2 589244
5.7 19595031
7.3 2835116
6 0
6.4 46616067
6.4 51684798
5.1 0
5.5 725131
4.1 0
6.5 0
5.6 0
6 0
5.4 0
7.3 13994920
5.4 1189315
4.5 0
5.5 241
6.8 0
7 0
6 0
7.1 0
5.5 6908797
6.4 17514553
4.6 4192440
5.6 0
5.8 0
5.7 3569939
6.8 0
5.6 0
6.6 0
7.1 98235548
7.7 46357676
6.9 213954274
6.5 38119483
6 191185897
6.8 53000000
7.5 5923044
6.6 120207127
6.3 38122105
3.7 51881013
7.5 30857814
6.2 44793222
6.7 43848069
6.1 299965036
4.3 19300000
7 29180280
7.5 76270454
7 123922370
7.1 43984230
6.4 320145693
5 28061343
6.3 25893810
6.8 49230280
6.7 17185632
5.4 16057580
6.2 65088797
6.5 32222567
6.1 63766510
5.8 14000000
6.2 0
6.6 26713187
7.1 3221568
6.3 51249404
6.8 18553948
5.6 39321715
6.7 34368475
5.8 66673516
6.5 0
4.8 7800000
6.4 40050884
5.6 13290368
7.4 0
6.9 0
5.8 0
6 14000
5 0
6.2 0
7 35509515
5.6 49998613
5.7 110996879
4.6 0
6.6 0
6.1 168000000
6.4 0
6.5 0
5.3 0
2.8 0
6.5 14182492
6 0
6.7 14564027
6.1 2300000
5.8 18753438
5.8 0
7.2 2585639
6 0
6.9 54215416
5.4 10278549
5.6 0
6 0
6.9 3587303
6.1 0
6 18532286
7.4 0
5.5 0
4.4 0
5.8 57915972
6.2 80640528
7 3769990
3.5 0
7 50504655
6.1 35114428
5.9 0
6.5 0
6.6 0
7.4 0
6.4 31623833
6.6 0
5.6 0
6.1 22642033
5.8 0
6.8 0
5.6 4215859
6.9 0
6.4 0
5.6 42721196
6.3 0
5.8 25205460
5.7 0
7.2 0
6.9 0
5.9 12396383
6 0
5.2 0
5.6 0
5.6 0
6.2 4278150
7 0
6.6 0
4.7 0
3.5 0
6.1 23509382
6.2 13839404
6 7305209
6.6 3685862
5.8 0
6.3 34377585
5.5 154323
7.2 0
5.6 0
6.1 0
6.2 0
5.1 0
6.2 2683519
5.1 0
5.8 0
7.7 56715371
7.2 33395426
7.2 0
6.6 0
5.4 0
6.7 42300873
5.8 0
6.9 0
7.3 33395426
7 0
6.2 16800000
6.3 6800000
6.9 21000000
7.1 0
7 0
7.3 0
7 38901218
6.2 0
5.6 11000000
6.6 0
5.5 0
6.1 0
6.3 0
6.6 0
6 500000
6 0
6.5 0
6 0
5.7 0
6.3 0
5.5 0
6.2 0
5.9 3110000
6.4 0
5.7 0
5.5 0
6.7 0
6 814666
5.9 0
8.1 47542841
7.7 30000000
6.1 97572000
7.5 86273333
6.8 30859000
5.4 0
7.2 4420000
6.1 0
6.8 27634716
7 119500000
6.4 0
6.1 47000000
6.1 12800000
6.1 0
6.1 26533200
6 0
5 0
7.1 0
6.3 21700000
6.4 0
7.5 0
7.1 0
6.3 0
6.8 22000000
6.7 0
6.4 0
5.4 0
7.2 116000000
5.7 0
5.4 0
6.5 0
6.9 0
6 79666653
6.2 43008075
6 0
7.4 0
6.1 0
5.2 0
6.6 0
5.9 0
7.5 0
5 0
4.8 0
6 0
6.8 0
6.4 0
6.5 30000
8 108981275
7.3 470654000
7.6 5028948
7.1 112892319
7.2 20000000
6.6 41833347
7.2 0
5.7 0
6.8 27476252
4.9 0
6.3 0
5.9 0
7.1 0
6.4 20000000
6.4 0
6.4 0
6 12484444
5.9 5000000
6.4 0
6.1 34251525
6.2 0
6.2 0
6.5 0
5.7 0
5.8 0
7.2 46665856
6.2 14200000
5.8 0
6.5 0
7 0
5.8 30000000
6.6 0
6.8 0
6.4 0
6.4 0
5.6 8022000
6.9 0
6.6 0
7.2 0
6.1 0
5.8 0
3.8 0
7.3 0
5.5 0
6.7 59600000
7.5 70000000
6.9 0
7.7 13129846
7 0
5 0
7 0
6.1 50000000
6 0
7.1 8000000
5.8 0
5.9 0
6.7 0
5.4 8000000
5 0
6.8 0
6 0
6.4 3100000
6.5 0
6.9 0
4.9 0
7 0
6.8 2500000
6.2 0
5.6 0
5.8 1250000
5.9 0
5.6 0
6.9 0
7.3 0
7 0
5.6 0
7 124900000
7.7 9440272
7.2 102272727
6.9 1000549
6.8 0
7.2 7000000
7.1 72000000
7.1 12368234
6.4 0
6.3 0
6.7 0
6.9 0
6.6 0
4.8 0
6.1 0
6.1 0
6.8 0
5.7 0
6.3 0
6 0
6.4 0
5.9 0
6.8 0
6.6 0
5.7 12000000
4.7 0
6.4 0
6.7 0
6.4 0
5.6 0
5.2 0
4.9 0
6.3 0
6.5 0
5.5 0
5.7 0
5.2 0
4.6 0
6.6 0
5.7 0
5.3 0
6.5 0
7.7 26589000
7.2 4000000
6.2 116000000
6.6 0
7.2 35976000
6.2 12348905
6.8 3251794
5.7 0
6.6 0
6.1 2437000
7.4 0
7 41158757
5.8 10600000
6.9 0
6.5 0
6 0
7 0
7 0
6.5 0
7.1 0
6.4 0
6.7 0
6.4 0
5.8 0
7.1 0
6.2 12121618
7.4 0
6.6 10404330
7 29133000
7.1 72266306
6.8 0
6.1 0
6.4 0
6.8 0
6.1 0
7 0
6.8 0
7.4 0
5.3 0
6.8 0
5.1 0
6.6 0
5.9 0
6.2 0
5.5 0
6.1 28623900
2.9 0
5 0
6.1 0
6.4 0
7 0
7 0
5.9 0
5.3 0
6.4 0
6.8 261317921
8 46836394
6.4 240031094
6.9 244527583
7.4 53000000
6.9 463000000
6.9 136766062
7.3 424208848
6.7 505000000
6.6 201965915
7.5 61276872
5.3 119946358
5.9 35763605
6.6 0
6.9 200
5.7 57120318
5.8 157920733
6.5 0
7.4 5080409
6.1 41482207
6.3 48572000
5.3 45681173
5.7 16283667
5.1 0
7.4 52096475
5.5 153518974
6.7 0
5.8 24078196
5.4 16853487
5.7 29888235
5.1 0
6.3 221303188
5.2 39404261
6.5 14560247
7.3 0
5.9 39024251
6 61489265
4.7 0
5.8 0
5.8 11567449
5.1 33461269
6.8 25965144
6.1 0
6.4 8266343
6 16153593
5.4 9229401
6.8 11541758
6.1 0
5.6 0
5.7 103738726
6 48878502
6.4 1293976
5.9 0
6.7 5835247
6.5 13446769
5.4 0
4 27575086
4.8 15691192
6 46044400
6.5 1030938
6.7 0
5.7 201957688
3.8 0
6.4 0
6.7 0
6.2 2554476
4.7 11582891
5.8 20
6.2 2075084
5.1 5728953
6.3 0
6.6 0
5.8 16
4.6 1382462
5.4 47410000
6.4 0
5.1 6698361
6.4 27931461
5.4 0
5.5 0
5.3 0
5.2 0
5.7 0
5.3 0
6.6 0
5.6 205068
6 0
4.8 0
5.7 15645616
5.9 0
6.2 8862354
6 10000000
5.4 0
5 0
6.4 0
6.7 0
6.4 17487531
5 0
5 5765562
6.5 20423389
6 0
4.4 0
5.7 0
6.2 15379253
6 39071603
7 0
6.1 27734391
6.3 0
5.5 0
6.4 0
6 17037887
6.8 0
6.1 0
4.9 0
6.4 0
7.6 3779620
7 476684675
6.5 35419397
6.6 26386000
5.3 0
4.3 0
5.7 0
6.1 0
6.4 15445131
6.9 0
5.1 0
4.3 24707633
6.4 0
6.5 20710451
5.9 29381956
6.6 0
5.4 0
6.6 215880014
7.4 9500000
6.6 43656822
7 28900000
6.8 0
6.7 10000000
6.4 0
6.2 0
6.6 0
6.6 0
7.3 0
5.9 14483352
6.2 0
6.3 0
6.3 2000000
6.3 0
5.2 0
7 0
7 0
4.6 0
6.1 4300000
7.5 4000000
5.8 0
6 0
6.1 5000000
5.8 0
5.3 0
7.2 0
7.2 0
5.3 0
6.3 0
8 32000000
7 4905000
6.9 60000000
7.9 25000000
4.9 0
7.3 0
7.4 0
6.9 0
6.6 0
4.9 0
4.9 6000000
6.6 0
5.9 0
5.6 0
5.2 0
6.5 0
5.9 0
7.2 0
5.7 0
6 0
6.2 0
4.9 0
6.8 0
6 0
6.3 0
6 0
7 0
7 10000000
5.5 0
7.2 7100000
6.1 0
6.1 0
7.8 28262574
7.2 117235147
6.8 33800000
6.9 60922980
5.9 25000000
5.9 52614445
7.3 70600000
6.6 46236000
6.7 7900000
7.1 31800000
7.1 21709020
5.9 0
7.4 23689877
5.7 0
4.9 0
7.3 0
7 51079064
7 0
6.6 33833201
5.4 0
6.7 0
6.2 0
6.6 0
5.5 0
6.4 0
5.9 0
6.3 0
6.8 0
7.3 0
6 0
6 0
6.5 0
6 0
6.9 0
6.7 0
5.7 161000000
5.2 0
6.3 0
4.9 0
5.9 0
7 0
5.6 0
4.6 0
6 0
5.6 0
6.6 35323292
6.3 0
7.2 70906973
7.4 75634409
8.1 321265768
7.4 920100000
6.1 159055768
6.9 441286195
7 368875760
6.5 176997168
7.5 206678440
7.3 7993039
5.8 137298489
6.9 135130999
6.3 35739755
6.3 48919043
6.1 255000211
4.7 116300000
5.2 42
6.6 0
7.4 0
6.8 154864401
6.4 227799884
7.3 56505065
6.8 23202734
5.4 11146270
7.4 36516012
6.1 133752825
7.3 12281551
4 20844907
5.8 57319029
6.4 12136938
6.2 195268056
5.9 53898845
4.2 10696210
7.4 30000000
5.8 117270765
6.3 2395231
7.2 17287898
6.9 11285588
7 40903593
7.1 32416586
6.5 270248367
4.9 10611160
5.6 0
6.1 39514713
6.3 0
7.4 65796862
5.5 428868
5.9 153698625
5.3 11081586
5.9 36448200
5.9 0
5.3 0
6.7 4104962
5.3 0
6.8 116700000
6.1 18635620
7.7 0
6.6 0
6.9 0
6.2 44456478
5.7 47965000
5.9 74189677
7.1 23237911
7.2 5617391
6.7 32255440
7.5 0
5.8 0
6.5 0
4.9 0
6.2 63000000
6 0
6.7 36733909
6 46405336
6.1 18994653
3.9 15
5.9 140081992
6.4 0
5.5 27
4.8 0
7.2 22750363
6.8 0
3.4 3200000
4.8 0
5 118243066
6.4 25000000
5.9 6110979
6.2 11585483
6.7 6
5.4 7770731
5.2 0
6.8 0
6.6 0
5.6 266614059
7.1 0
5.6 0
7.1 27900000
4.9 0
4.4 13273595
5.9 27484464
6.5 0
4.5 0
5.7 24760338
6.2 16589540
6.1 2000000
7.3 0
6.3 0
4.8 0
5.5 8556940
5.3 0
5.8 53579269
5.4 0
4 2438031
7.1 0
4.4 0
7 0
5.8 4858139
5.8 418961
5.5 0
6.8 27515786
6.3 0
6 9532895
7.2 7266383
4.5 0
6.4 1499795
4.7 6980986
7.1 5632086
5.3 0
5.9 23042200
6.8 32861136
5.6 0
5.3 0
5.1 0
5.9 18899204
5.4 0
5.9 13609396
6.4 19724334
5.7 9317021
5.4 0
4.2 0
6.1 0
5.9 0
6.1 2967668
3.5 0
6.6 0
6.7 3283371
5.9 3418141
6.5 194720
5.8 12416686
5.5 12974636
4.6 1796389
7.1 3956913
5.8 0
6.7 0
6.1 6574896
5.2 0
4.8 0
6.4 0
4.8 0
6.9 63513743
5.6 0
5.2 0
5.6 54207
4.7 0
5.5 0
6.6 0
7 0
7.5 0
4.8 0
5.6 0
5.3 4916135
5.3 0
6.8 6933459
6.3 0
5.6 0
6.5 17953778
5.9 0
6.3 0
7.8 0
7 205843612
7.5 104397102
5.4 41744718
6.2 111584787
7.6 50700000
6.9 0
7.2 16217773
7.5 11000000
6.7 0
6.8 0
4.6 0
7.2 45300000
7 27379978
6.1 0
7.2 0
7.4 56666667
5.3 0
6.9 0
5.2 0
5.9 0
5.1 9000000
6.5 0
6.2 50000000
6.9 0
6.7 0
6.7 0
6.3 6000000
5.4 2000000
5.8 0
6.3 0
5.7 0
5.7 0
6.9 0
5.5 0
5.5 0
5.4 0
5.2 0
5.3 0
5.5 0
5.5 0
6.7 78898765
6.7 0
7 11403529
7.5 13474588
6.3 0
6.3 57750000
6.5 0
6.8 10878107
7.5 5000000
6.7 0
6.4 0
6.8 0
5.4 0
6 0
7 0
5.4 0
5.9 0
6 0
5.9 0
5.6 10000000
5 0
7.3 0
6.7 0
5.8 0
5.7 0
6.8 0
6.3 0
6 0
6.1 0
6.2 0
5 0
6.5 0
6.7 0
6.7 0
7.6 131060248
6.5 5900000
7.3 138530565
6.6 356830601
7.3 70136369
7.5 52287000
6.6 0
6.6 84542002
6.9 60629159
5.9 6735922
6.7 82424789
6.2 1641825
4.4 0
6.3 40697761
7.3 8551228
6.6 133000000
4.9 37962774
6.7 11000000
6.5 52293982
7 77200000
6.9 12729917
5.5 49042224
6.6 5844868
5.8 115103979
6.7 18564613
6.3 0
5.7 16209459
6.2 328203506
6.5 42724017
5.4 79817939
6.3 71624879
5.6 40996665
6.4 54999651
6.4 38748395
5.6 0
6.8 17218023
6.7 28607524
5.5 19472057
6.1 14302779
5.8 1261000
6.2 4662137
